strategy,query_id,query,selected_ids,released_ids,expected_ids,forbidden_ids,selected_count,released_count,expected_selected_count,expected_released_count,retrieved_correct_memory,released_correct_memory,answer_contains_expected,answer_contains_count,expected_answer_term_count,wrong_memory_count,forbidden_memory_leak_count,sensitive_memory_leak_count,irrelevant_memory_leak_count,traceability,source_hash_present,pointer_present,context_bytes,context_tokens_est,latency_ms,guard_reasons
A_FULL_RAW_CONTEXT,q001,What storage layer does Project Atlas use for the memory pointer resolver demo?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001,m007|m012|m016,20,20,1,1,1,1,1,2,2,19,3,4,19,0,0,0,1999,500,0.07479998748749495,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q002,Which languages does Alice prefer for backend prototypes and UI work?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m002,m007|m012|m016,20,20,1,1,1,1,1,2,2,19,3,4,19,0,0,0,1999,500,0.024999957531690598,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q003,What cafe environment is preferred for focused work?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m003,m007|m012|m016,20,20,1,1,1,1,1,2,2,19,3,4,19,0,0,0,1999,500,0.013699987903237343,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q004,Why are tombstones needed in the memory pointer lifecycle?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m005|m015,m007|m012,20,20,2,2,1,1,1,3,3,18,2,4,18,0,0,0,1999,500,0.012499978765845299,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q005,What should the agent shadow window display?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m008,m007|m012|m016,20,20,1,1,1,1,1,5,5,19,3,4,19,0,0,0,1999,500,0.011199968867003918,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q006,What five context strategies should the benchmark compare?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m009,m007|m012,20,20,1,1,1,1,1,5,5,19,2,4,19,0,0,0,1999,500,0.010899966582655907,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q007,Which metrics must v0.2.0 report?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m010,m007|m012,20,20,1,1,1,1,1,6,6,19,2,4,19,0,0,0,1999,500,0.010999967344105244,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q008,What should happen if recommendation-only memory is reused for training export?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m012,m007,20,20,1,1,1,1,1,3,3,19,1,3,19,0,0,0,1999,500,0.03490003291517496,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q009,What should the resolver return instead of silent failure?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m014,m007|m012,20,20,1,1,1,1,1,1,1,19,2,4,19,0,0,0,1999,500,0.013199984095990658,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q010,What metadata can a pointer carry?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m017,m007|m012,20,20,1,1,1,1,1,5,5,19,2,4,19,0,0,0,1999,500,0.012499978765845299,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q011,What weakness does summary memory have?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m020,m007|m012,20,20,1,1,1,1,1,2,2,19,2,4,19,0,0,0,1999,500,0.011399970389902592,FULL_RAW_NO_GUARD
A_FULL_RAW_CONTEXT,q012,What risk remains in top-k raw chunk retrieval?,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m001|m002|m003|m004|m005|m006|m007|m008|m009|m010|m011|m012|m013|m014|m015|m016|m017|m018|m019|m020,m019,m007|m012,20,20,1,1,1,1,1,3,3,19,2,4,19,0,0,0,1999,500,0.011400086805224419,FULL_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q001,What storage layer does Project Atlas use for the memory pointer resolver demo?,m001|m014|m015|m017|m003,m001|m014|m015|m017|m003,m001,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,0,0,4,1,0,0,541,136,3.6007999442517757,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q002,Which languages does Alice prefer for backend prototypes and UI work?,m002|m003|m013|m001|m007,m002|m003|m013|m001|m007,m002,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,1,1,4,1,0,0,536,134,2.192299929447472,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q003,What cafe environment is preferred for focused work?,m003|m002|m001|m007|m018,m003|m002|m001|m007|m018,m003,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,1,1,4,1,0,0,526,132,1.4794999733567238,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q004,Why are tombstones needed in the memory pointer lifecycle?,m005|m015|m017|m009|m010,m005|m015|m017|m009|m010,m005|m015,m007|m012,5,5,2,2,1,1,1,3,3,3,0,0,3,1,0,0,665,167,3.3409999450668693,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q005,What should the agent shadow window display?,m008|m018|m003|m004|m005,m008|m018|m003|m004|m005,m008,m007|m012|m016,5,5,1,1,1,1,1,5,5,4,0,1,4,1,0,0,601,151,1.9140999065712094,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q006,What five context strategies should the benchmark compare?,m009|m016|m010|m018|m003,m009|m016|m010|m018|m003,m009,m007|m012,5,5,1,1,1,1,1,5,5,4,0,1,4,1,0,0,576,144,1.6778999706730247,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q007,Which metrics must v0.2.0 report?,m010|m014|m011|m008,m010|m014|m011|m008,m010,m007|m012,4,4,1,1,1,1,1,6,6,3,0,0,3,1,0,0,475,119,1.500000013038516,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q008,What should happen if recommendation-only memory is reused for training export?,m012|m018|m007|m009|m001,m012|m018|m007|m009|m001,m012,m007,5,5,1,1,1,1,1,3,3,4,1,1,4,1,0,0,613,154,3.216800047084689,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q009,What should the resolver return instead of silent failure?,m014|m001|m018|m003|m004,m014|m001|m018|m003|m004,m014,m007|m012,5,5,1,1,1,1,1,1,1,4,0,1,4,1,0,0,538,135,1.5613998984917998,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q010,What metadata can a pointer carry?,m017|m015|m007|m009|m001,m017|m015|m007|m009|m001,m017,m007|m012,5,5,1,1,1,1,1,5,5,4,1,1,4,1,0,0,623,156,1.4167000772431493,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q011,What weakness does summary memory have?,m020|m009|m010|m015|m017,m020|m009|m010|m015|m017,m020,m007|m012,5,5,1,1,1,1,1,2,2,4,0,0,4,1,0,0,625,157,1.3711999636143446,TOPK_RAW_NO_GUARD
B_TOPK_RAW_CHUNKS,q012,What risk remains in top-k raw chunk retrieval?,m019|m009,m019|m009,m019,m007|m012,2,2,1,1,1,1,1,3,3,1,0,0,1,1,0,0,269,68,2.5305000599473715,TOPK_RAW_NO_GUARD
C_SUMMARY_MEMORY,q001,What storage layer does Project Atlas use for the memory pointer resolver demo?,m001|m014|m015|m017|m003,m001|m014|m015|m017|m003,m001,m007|m012|m016,5,5,1,1,1,1,0,1,2,4,0,0,4,1,0,0,411,103,6.194500019773841,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q002,Which languages does Alice prefer for backend prototypes and UI work?,m002|m003|m013|m001|m007,m002|m003|m013|m001|m007,m002,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,1,1,4,1,0,0,402,101,3.194499993696809,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q003,What cafe environment is preferred for focused work?,m003|m002|m001|m007|m018,m003|m002|m001|m007|m018,m003,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,1,1,4,1,0,0,419,105,1.4702999033033848,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q004,Why are tombstones needed in the memory pointer lifecycle?,m005|m015|m017|m009|m010,m005|m015|m017|m009|m010,m005|m015,m007|m012,5,5,2,2,1,1,1,3,3,3,0,0,3,1,0,0,469,118,1.458900049328804,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q005,What should the agent shadow window display?,m008|m018|m003|m004|m005,m008|m018|m003|m004|m005,m008,m007|m012|m016,5,5,1,1,1,1,1,5,5,4,0,1,4,1,0,0,451,113,1.4072000049054623,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q006,What five context strategies should the benchmark compare?,m009|m016|m010|m018|m003,m009|m016|m010|m018|m003,m009,m007|m012,5,5,1,1,1,1,0,0,5,4,0,1,4,1,0,0,416,104,2.772000036202371,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q007,Which metrics must v0.2.0 report?,m010|m014|m011|m008,m010|m014|m011|m008,m010,m007|m012,4,4,1,1,1,1,1,6,6,3,0,0,3,1,0,0,350,88,1.4816999901086092,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q008,What should happen if recommendation-only memory is reused for training export?,m012|m018|m007|m009|m001,m012|m018|m007|m009|m001,m012,m007,5,5,1,1,1,1,1,3,3,4,1,1,4,1,0,0,414,104,1.8751000752672553,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q009,What should the resolver return instead of silent failure?,m014|m001|m018|m003|m004,m014|m001|m018|m003|m004,m014,m007|m012,5,5,1,1,1,1,1,1,1,4,0,1,4,1,0,0,393,99,1.493200077675283,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q010,What metadata can a pointer carry?,m017|m015|m007|m009|m001,m017|m015|m007|m009|m001,m017,m007|m012,5,5,1,1,1,1,0,3,5,4,1,1,4,1,0,0,432,108,4.038299899548292,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q011,What weakness does summary memory have?,m020|m009|m010|m015|m017,m020|m009|m010|m015|m017,m020,m007|m012,5,5,1,1,1,1,0,1,2,4,0,0,4,1,0,0,471,118,1.4513999922201037,SUMMARY_NO_RAW_TEXT
C_SUMMARY_MEMORY,q012,What risk remains in top-k raw chunk retrieval?,m019|m009,m019|m009,m019,m007|m012,2,2,1,1,1,1,1,3,3,1,0,0,1,1,0,0,174,44,1.993300043977797,SUMMARY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q001,What storage layer does Project Atlas use for the memory pointer resolver demo?,m001|m014|m015|m017|m003,m001|m014|m015|m017|m003,m001,m007|m012|m016,5,5,1,1,1,1,0,1,2,4,0,0,4,1,1,1,1249,313,2.9402999207377434,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q002,Which languages does Alice prefer for backend prototypes and UI work?,m002|m003|m013|m001|m007,m002|m003|m013|m001|m007,m002,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,1,1,4,1,1,1,1243,311,5.5105999344959855,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q003,What cafe environment is preferred for focused work?,m003|m002|m001|m007|m018,m003|m002|m001|m007|m018,m003,m007|m012|m016,5,5,1,1,1,1,1,2,2,4,1,1,4,1,1,1,1266,317,1.3848000671714544,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q004,Why are tombstones needed in the memory pointer lifecycle?,m005|m015|m017|m009|m010,m005|m015|m017|m009|m010,m005|m015,m007|m012,5,5,2,2,1,1,1,3,3,3,0,0,3,1,1,1,1306,327,1.568599953316152,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q005,What should the agent shadow window display?,m008|m018|m003|m004|m005,m008|m018|m003|m004|m005,m008,m007|m012|m016,5,5,1,1,1,1,1,5,5,4,0,1,4,1,1,1,1287,322,1.7370999557897449,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q006,What five context strategies should the benchmark compare?,m009|m016|m010|m018|m003,m009|m016|m010|m018|m003,m009,m007|m012,5,5,1,1,1,1,0,1,5,4,0,1,4,1,1,1,1247,312,1.2993999989703298,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q007,Which metrics must v0.2.0 report?,m010|m014|m011|m008,m010|m014|m011|m008,m010,m007|m012,4,4,1,1,1,1,1,6,6,3,0,0,3,1,1,1,1014,254,1.5273999888449907,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q008,What should happen if recommendation-only memory is reused for training export?,m012|m018|m007|m009|m001,m012|m018|m007|m009|m001,m012,m007,5,5,1,1,1,1,1,3,3,4,1,1,4,1,1,1,1272,318,2.102100057527423,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q009,What should the resolver return instead of silent failure?,m014|m001|m018|m003|m004,m014|m001|m018|m003|m004,m014,m007|m012,5,5,1,1,1,1,1,1,1,4,0,1,4,1,1,1,1233,309,1.2754000490531325,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q010,What metadata can a pointer carry?,m017|m015|m007|m009|m001,m017|m015|m007|m009|m001,m017,m007|m012,5,5,1,1,1,1,0,4,5,4,1,1,4,1,1,1,1271,318,1.1850000591948628,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q011,What weakness does summary memory have?,m020|m009|m010|m015|m017,m020|m009|m010|m015|m017,m020,m007|m012,5,5,1,1,1,1,0,1,2,4,0,0,4,1,1,1,1307,327,1.2182999635115266,POINTER_METADATA_ONLY_NO_RAW_TEXT
D_POINTER_METADATA_ONLY,q012,What risk remains in top-k raw chunk retrieval?,m019|m009,m019|m009,m019,m007|m012,2,2,1,1,1,1,1,3,3,1,0,0,1,1,1,1,507,127,2.001199987716973,POINTER_METADATA_ONLY_NO_RAW_TEXT
E_POINTER_ON_DEMAND_RESOLVE,q001,What storage layer does Project Atlas use for the memory pointer resolver demo?,m001|m014|m015|m017|m003,m001|m014|m015,m001,m007|m012|m016,5,3,1,1,1,1,1,2,2,2,0,0,2,1,1,1,675,169,13.655399903655052,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q002,Which languages does Alice prefer for backend prototypes and UI work?,m002|m003|m013|m001|m007,m002|m003|m013,m002,m007|m012|m016,5,3,1,1,1,1,1,2,2,2,0,0,2,1,1,1,647,162,6.903400062583387,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q003,What cafe environment is preferred for focused work?,m003|m002|m001|m007|m018,m003|m002|m001,m003,m007|m012|m016,5,3,1,1,1,1,1,2,2,2,0,0,2,1,1,1,649,163,4.01049992069602,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q004,Why are tombstones needed in the memory pointer lifecycle?,m005|m015|m017|m009|m010,m005|m015|m017,m005|m015,m007|m012,5,3,2,2,1,1,1,3,3,1,0,0,1,1,1,1,720,180,13.813399942591786,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q005,What should the agent shadow window display?,m008|m018|m003|m004|m005,m008|m018|m003,m008,m007|m012|m016,5,3,1,1,1,1,1,5,5,2,0,0,2,1,1,1,669,168,2.758400049060583,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q006,What five context strategies should the benchmark compare?,m009|m016|m010|m018|m003,m009|m010,m009,m007|m012,5,2,1,1,1,1,1,5,5,1,0,0,1,1,1,1,519,130,8.3145999815315,ALLOW_NON_HIGH|BLOCK_SAFETY_NOTE_NOT_REQUESTED|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q007,Which metrics must v0.2.0 report?,m010|m014|m011|m008,m010|m014|m011,m010,m007|m012,4,3,1,1,1,1,1,6,6,2,0,0,2,1,1,1,687,172,3.6167000653222203,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q008,What should happen if recommendation-only memory is reused for training export?,m012|m018|m007|m009|m001,m012|m018,m012,m007,5,2,1,1,1,1,1,3,3,1,0,0,1,1,1,1,457,115,1.329899998381734,ALLOW_HIGH_RELEVANT_POLICY_NOTE|ALLOW_NON_HIGH|BLOCK_SYNTHETIC_SECRET_TEST
E_POINTER_ON_DEMAND_RESOLVE,q009,What should the resolver return instead of silent failure?,m014|m001|m018|m003|m004,m014|m001|m018,m014,m007|m012,5,3,1,1,1,1,1,1,1,2,0,0,2,1,1,1,648,162,1.0919999331235886,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q010,What metadata can a pointer carry?,m017|m015|m007|m009|m001,m017|m015,m017,m007|m012,5,2,1,1,1,1,1,5,5,1,0,0,1,1,1,1,467,117,0.9822000283747911,ALLOW_NON_HIGH|ALLOW_NON_HIGH|BLOCK_SYNTHETIC_SECRET_TEST
E_POINTER_ON_DEMAND_RESOLVE,q011,What weakness does summary memory have?,m020|m009|m010|m015|m017,m020|m009|m010,m020,m007|m012,5,3,1,1,1,1,1,2,2,2,0,0,2,1,1,1,732,183,1.0951999574899673,ALLOW_NON_HIGH|ALLOW_NON_HIGH|ALLOW_NON_HIGH
E_POINTER_ON_DEMAND_RESOLVE,q012,What risk remains in top-k raw chunk retrieval?,m019|m009,m019|m009,m019,m007|m012,2,2,1,1,1,1,1,3,3,1,0,0,1,1,1,1,499,125,32.673100009560585,ALLOW_NON_HIGH|ALLOW_NON_HIGH
